994971,99999, 20100201,   33.9, 7, 9999.9, 0, 1018.6, 7, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   37.8*,  30.7*, 0.00I,999.9, 000000,
994971,99999, 20100202,   27.6,24, 9999.9, 0, 1022.3,23, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   30.9*,  23.9*, 0.00I,999.9, 000000,
994971,99999, 20100203,   28.5,24, 9999.9, 0, 1017.8,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   31.8*,  25.5*, 0.00I,999.9, 000000,
994971,99999, 20100204,   29.2,24, 9999.9, 0, 1019.3,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   32.5*,  25.7*, 0.00I,999.9, 000000,
994971,99999, 20100205,   29.1,24, 9999.9, 0, 1022.3,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   35.1*,  24.4*, 0.00I,999.9, 000000,
994971,99999, 20100206,   23.4,24, 9999.9, 0, 1013.6,23, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   31.6*,  19.0*, 0.00I,999.9, 000000,
994971,99999, 20100207,   22.3,24, 9999.9, 0, 1005.4,23, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   32.0*,  15.1*, 0.00I,999.9, 000000,
994971,99999, 20100208,   26.8,24, 9999.9, 0, 1006.8,23, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   32.7*,  22.3*, 0.00I,999.9, 000000,
994971,99999, 20100209,   29.9,24, 9999.9, 0, 1011.8,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   39.7*,  23.2*, 0.00I,999.9, 000000,
994971,99999, 20100210,   33.8,22, 9999.9, 0, 1002.0,22, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   37.4*,  31.1*, 0.00I,999.9, 000000,
994971,99999, 20100211,   33.6,21, 9999.9, 0,  992.6,21, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   38.8*,  29.1*, 0.00I,999.9, 000000,
994971,99999, 20100212,   32.8,22, 9999.9, 0, 1002.8,22, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   39.7*,  26.2*, 0.00I,999.9, 000000,
994971,99999, 20100213,   30.7,23, 9999.9, 0,  999.5,23, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   38.1*,  23.5*, 0.00I,999.9, 000000,
994971,99999, 20100214,   34.5,18, 9999.9, 0,  993.5,18, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   40.8*,  27.3*, 0.00I,999.9, 000000,
994971,99999, 20100215,   36.2,19, 9999.9, 0, 1001.6,19, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   39.7*,  32.9*, 0.00I,999.9, 000000,
994971,99999, 20100216,   33.6,17, 9999.9, 0, 1002.7,17, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   36.1*,  31.3*, 0.00I,999.9, 000000,
994971,99999, 20100217,   35.7, 9, 9999.9, 0,  995.3, 9, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   36.9*,  31.5*, 0.00I,999.9, 000000,
994971,99999, 20100218,   39.7,16, 9999.9, 0,  993.6,16, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   46.8*,  34.0*, 0.00I,999.9, 000000,
994971,99999, 20100219,   37.7,22, 9999.9, 0,  997.9,22, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   44.1*,  33.3*, 0.00I,999.9, 000000,
994971,99999, 20100220,   40.1,24, 9999.9, 0, 1007.0,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   49.6*,  34.5*, 0.00I,999.9, 000000,
994971,99999, 20100221,   37.7,24, 9999.9, 0, 1008.3,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   42.1*,  34.2*, 0.00I,999.9, 000000,
994971,99999, 20100222,   36.1,24, 9999.9, 0, 1011.4,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   43.7*,  31.6*, 0.00I,999.9, 000000,
994971,99999, 20100223,   37.4,24, 9999.9, 0, 1014.6,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   39.9*,  35.6*, 0.00I,999.9, 000000,
994971,99999, 20100224,   38.8,24, 9999.9, 0, 1011.2,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   41.0*,  36.7*, 0.00I,999.9, 000000,
994971,99999, 20100225,   40.6,24, 9999.9, 0, 1002.0,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   43.7*,  37.4*, 0.00I,999.9, 000000,
994971,99999, 20100226,   38.9,24, 9999.9, 0,  989.7,22, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   44.8*,  34.9*, 0.00I,999.9, 000000,
994971,99999, 20100227,   35.8,24, 9999.9, 0,  997.3,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   38.8*,  33.3*, 0.00I,999.9, 000000,
994971,99999, 20100228,   33.4,12, 9999.9, 0, 1003.7,12, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   35.1*,  31.5*, 0.00I,999.9, 000000,
994971,99999, 20100301,   44.8, 7, 9999.9, 0,  999.9, 7, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   46.0*,  43.3*, 0.00I,999.9, 000000,
994971,99999, 20100302,   40.1,24, 9999.9, 0, 1009.8,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   42.6*,  37.8*, 0.00I,999.9, 000000,
994971,99999, 20100303,   36.4,23, 9999.9, 0, 1006.9,23, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   37.8*,  34.9*, 0.00I,999.9, 000000,
994971,99999, 20100304,   35.1,24, 9999.9, 0, 1001.9,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   36.7*,  33.6*, 0.00I,999.9, 000000,
994971,99999, 20100305,   36.0,24, 9999.9, 0, 1011.0,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   41.7*,  31.5*, 0.00I,999.9, 000000,
994971,99999, 20100306,   41.4,24, 9999.9, 0, 1016.2,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   55.8*,  32.5*, 0.00I,999.9, 000000,
994971,99999, 20100307,   47.6,24, 9999.9, 0, 1012.2,24, 9999.9, 0, 999.9, 0, 999.9, 0, 999.9, 999.9,   56.7*,  38.8*, 0.00I,999.9, 000000,
